order_id,order_date,customer_id,product_id,location_id,shipping_id,quantity,sales,discount,profit
O10431,2025-07-25,C1025,P2044,L115,SH1,1,3960.56,0.2,353.22
O6764,2025-01-04,C1365,P2095,L111,SH1,2,₹8031.72,0.12,2724.1
O11361,2024-02-11,C1027,P2033,L116,SH19,6,134058.17,,43475.38
O9517,2025-03-19,C1361,P2070,L113,SH10,5,14043.11,0.09,6070.37
O7326,2025-03-12,C1008,P2072,L116,SH4,2,1618.73,0.05,673.59
O7003,2025-08-06,C1381,P2027,L107,SH21,6,223096.07,0.09,57942.95
O9839,2025-01-05,C1054,P2086,L112,SH4,2,9033.69,0.02,3060.49
O11968,2024-09-14,C1262,P2089,L105,SH1,6,₹24287.43,0.16,8516.71
O11429,2025-05-11,C1320,P2083,L116,SH25,3,₹10470.24,0.05,3851.81
O6255,2025-10-20,C1202,P2028,L110,SH13,5,₹141041.89,0.03,53410.25
O5893,2025-11-08,C1211,P2045,L102,SH10,5,29861.01,0.11,2422.21
O9967,2024-10-23,C1220,P2013,L104,SH19,2,25023.23,0.04,9526.67
O6150,2024-11-12,C1316,P2098,L104,SH5,5,₹6767.78,0.09,2271.94
O11014,2025-01-20,C1361,P2024,L117,SH13,4,96558.37,0.11,21200.64
O9100,2024-04-23,C1137,P2008,L104,SH4,4,39585.87,0.13,9255.05
O7346,2024-06-21,C1136,P2076,L102,SH1,4,16807.55,0.04,5287.73
O7152,2025-04-17,C1168,P2027,L108,SH1,1,8605.48,0.09,
O7879,2025-08-30,C1356,P2015,L112,SH25,2,42571.3,0.11,15778.87
O6463,2025-07-12,C1044,P2039,L115,SH10,1,₹4242.46,,553.29
O5239,2025-02-02,C1365,P2082,L105,SH4,3,₹4400.43,0.21,1193.88
O5866,2024-07-08,C1106,P2076,L107,SH7,6,16726.86,0.2,4279.6
O8666,2024-01-13,C1393,P2094,L115,SH4,6,₹12248.61,0.08,4059.18
O9813,2025-09-05,C1219,P2034,L107,SH10,6,29503.34,0.15,4028.5
O6540,2024-10-16,C1037,P2083,L114,SH10,3,2984.03,0.06,940.89
O11454,2024-01-26,C1102,P2018,L115,SH13,1,₹44038.87,0.19,10701.69
O5070,2025-08-12,C1236,P2010,L111,SH19,4,86122.82,0.12,24190.57
O10539,2025-05-06,C1481,P2079,L110,SH4,2,2025.84,0.16,536.3
O10314,2025-10-31,C1427,P2091,L113,SH7,1,3124.43,0.16,984.32
O5369,2025-12-14,C1106,P2025,L114,SH21,3,₹85025.89,0.09,32744.72
O6698,26/03/2024,C1324,P2063,L112,SH13,3,12751.8,0.27,1895.4
O11588,2025-10-11,C1325,P2029,L111,SH1,5,140148.2,0.12,54427.05
O10241,2025-04-13,C1003,P2004,L111,SH10,5,165580.41,0.1,61679.46
O9022,06/05/2025,C1411,P2071,L108,SH22,3,11561.82,0.21,4587.88
O5825,2025-10-22,C1178,P2054,L115,SH7,-2,2138.19,0.19,164.67
O11760,2024-12-25,C1497,P2074,L102,SH4,3,12775.25,0.1,4826.25
O9636,2025-08-10,C1441,P2052,L116,SH1,1,18881.31,0.24,1344.77
O9987,2024-08-31,C1115,P2054,L107,SH10,6,5171.14,0.1,534.59
O5955,16/04/2025,C1079,P2004,L103,SH17,6,259115.18,0.06,86002.37
O6898,2025-02-08,C1056,P2098,L104,SH1,5,17787.25,0.15,7591.69
O6765,2025-04-16,C1165,P2060,L108,SH22,3,21235.04,0.26,1654.39
O7175,2024-06-16,C1464,P2055,L107,SH16,3,21479.84,0.25,2767.86
O10195,2025-04-17,C1244,P2050,L104,SH19,-1,8872.24,0.17,1183.67
O10565,2024-10-29,C1332,P2057,L108,SH16,3,53341.86,0.09,5616.68
O7208,2024-08-24,C1128,P2017,L102,SH22,1,45567.63,0.17,15902.01
O9806,2024-10-23,C1021,P2057,L101,SH13,6,56868.55,0.19,6921.96
O7091,2024-11-25,C1224,P2068,L111,SH10,4,1703.81,0.14,598.91
O11086,2025-07-07,C1155,P2035,L108,SH10,6,4674.35,0.11,467.36
O5828,10/05/2025,C1088,P2034,L108,SH4,2,₹11956.04,0.39,1027.42
O6481,2025-10-22,C1298,P2039,L102,SH10,1,13232.18,0.2,1576.58
O7174,2024-06-22,C1051,P2017,L109,SH10,2,65279.65,0.11,21827.04
O5227,2025-12-14,C1236,P2073,L108,SH4,6,7597.62,0.12,2938.82
O9577,2024-11-03,C1205,P2063,L102,SH25,1,19249.09,0.21,
O6995,2024-11-23,C1489,P2018,L117,SH19,4,₹61591.31,0.18,21630.41
O8123,28/02/2024,C1348,P2030,L106,SH1,3,101969.5,0.12,36304.65
O7142,2024-12-10,C1125,P2079,L106,SH13,1,883.18,0.22,278.58
O5470,2025-10-24,C1445,P2087,L108,SH22,3,8319.35,0.07,2475.16
O8023,2024-03-08,C1439,P2002,L106,SH19,4,184417.3,0.16,44234.4
O10261,03/02/2025,C1487,P2060,L113,SH22,5,4175.32,0.14,369.13
O10614,18/11/2025,C1194,P2015,L117,SH25,5,103918.57,0.07,24123.76
O8186,2024-12-24,C1082,P2023,L106,SH4,3,5354.41,0.09,1184.71
O10525,2025-09-12,C1200,P2027,L104,SH14,-2,11539.73,0.09,4213.14
O10113,2024-02-15,C1048,P2087,L102,SH10,-1,993.35,0.0,347.83
O11387,08/04/2025,C1046,P2084,L114,SH13,5,3952.64,0.21,
O9740,2024-02-03,C1404,P2095,L105,SH16,5,13384.44,0.21,5800.42
O7852,2025-02-02,C1135,P2072,L102,SH1,6,9843.11,0.1,3062.38
O7781,2024-12-23,C1391,P2043,L113,SH16,2,₹35615.58,0.23,3463.8
O10119,2025-01-04,C1054,P2006,L114,SH1,-3,₹15148.11,0.0,3165.91
O8934,2024-08-04,C1156,P2088,L110,SH19,5,13994.37,,4221.16
O11108,2025-05-03,C1018,P2080,L112,SH19,1,2865.69,0.02,1095.51
O11181,2024-06-11,C1105,P2010,L113,SH16,3,61918.87,0.0,24133.37
O7313,2025-11-03,C1393,P2080,L113,SH22,5,7318.5,0.17,
O7384,2025-01-13,C1287,P2091,L113,SH16,5,10205.23,0.02,4493.62
O7134,2025-08-31,C1267,P2088,L109,SH1,4,14965.41,0.06,4475.55
O9249,2025-05-30,C1156,P2032,L103,SH16,2,₹5427.28,,1764.75
O10046,2024-02-24,C1235,P2048,L113,SH10,3,39757.77,0.19,5500.82
O9395,2024-01-08,C1317,P2093,L108,SH10,4,12244.86,0.14,5315.94
O9417,2025-11-29,C1489,P2071,L111,SH1,1,3373.61,0.14,1334.63
O6186,2025-11-12,C1419,P2031,L112,SH10,3,65716.47,0.04,21171.34
O8208,2024-11-11,C1287,P2029,L115,SH10,2,29950.77,0.05,7591.44
O11053,2024-04-28,C1243,P2003,L103,SH25,5,128617.14,0.12,41707.42
O6592,13/02/2024,C1257,P2051,L116,SH1,6,₹22070.79,0.2,1923.07
O11204,2025-04-27,C1370,P2006,L109,SH22,1,4891.41,0.18,1790.3
O8095,2024-04-01,C1357,P2096,L105,SH10,3,5641.59,0.0,2240.61
O7958,2024-08-05,C1451,P2018,L110,SH7,3,109662.8,0.08,26463.48
O6676,2025-10-11,C1156,P2055,L109,SH13,5,15326.32,0.15,2032.9
O7343,2024-01-01,C1053,P2011,L106,SH10,2,41896.09,0.04,10213.19
O7550,2025-04-01,C1228,P2002,L109,SH10,2,15168.77,0.13,5212.83
O8880,2025-12-13,C1024,P2084,L114,SH19,5,15667.33,0.09,5052.28
O5190,2025-03-01,C1233,P2017,L117,SH16,6,144738.05,0.07,30618.95
O9145,2025-03-24,C1344,P2011,L102,SH1,2,80031.77,0.05,31826.33
O11579,2024-07-27,C1499,P2053,L104,SH13,6,112416.78,0.15,16112.22
O8529,2024-05-10,C1353,P2090,L114,SH19,5,₹16985.41,0.13,7238.15
O7582,2024-10-22,C1191,P2050,L103,SH25,3,5641.83,0.18,706.39
O7155,2025-12-27,C1210,P2016,L110,SH4,3,32443.13,0.15,9559.23
O7001,2024-05-02,C1460,P2034,L113,SH10,5,₹68645.96,0.17,6909.11
O11811,2025-09-02,C1022,P2024,L115,SH22,6,259620.41,0.0,78302.73
O8162,2024-02-27,C1465,P2079,L105,SH10,4,3656.36,0.03,1091.59
O7311,2024-01-17,C1147,P2074,L106,SH13,5,18252.64,,6217.24
O7709,2025-10-12,C1206,P2076,L109,SH1,4,6296.34,0.19,1825.14
O6094,2025-06-04,C1323,P2036,L105,SH7,6,126506.18,0.13,17676.09
O10763,2024-06-25,C1165,P2077,L103,SH1,1,₹1947.72,0.11,822.71
O6367,2025-10-16,C1483,P2017,L115,SH4,6,249752.77,0.22,54818.04
O8813,2025-05-15,C1381,P2007,L117,SH4,three,11258.16,0.18,3644.38
O8730,2025-09-01,C1302,P2007,L117,SH10,5,138568.37,0.16,29541.85
O5478,2025-12-25,C1282,P2046,L103,SH1,5,35667.19,0.16,2846.12
O7671,2025-03-20,C1352,P2047,L104,SH16,2,5197.91,0.23,364.3
O5569,23/09/2024,C1231,P2096,L111,SH13,3,5130.46,0.17,1857.59
O11279,2024-06-13,C1079,P2050,L102,SH20,5,₹43313.16,0.28,4456.79
O5051,2025-12-19,C1310,P2056,L104,SH19,6,18415.11,0.14,2190.0
O7728,2024-06-05,C1424,P2006,L112,SH1,1,35124.51,0.22,13575.12
O5931,22/01/2024,C1449,P2049,L108,SH19,5,100913.03,0.15,14438.65
O9566,2024-11-05,C1122,P2020,L111,SH24,1,20696.99,0.11,
O6467,2024-05-10,C1298,P2066,L112,SH10,1,13451.7,0.15,1896.58
O8504,2025-07-15,C1249,P2071,L103,SH19,4,8093.83,0.19,2096.85
O9739,2024-03-10,C1199,P2052,L104,SH7,4,65138.11,0.07,9162.76
O9044,2024-02-13,C1412,P2065,L112,SH13,3,11834.98,0.2,801.16
O8197,2024-04-23,C1205,P2036,L113,SH4,4,85184.44,0.08,10848.46
O9340,2025-12-21,C1411,P2096,L114,SH4,1,3455.86,0.08,1164.63
O8834,2024-04-16,C1273,P2078,L111,SH22,3,3245.6,0.12,1109.2
O8172,2024-12-29,C1354,P2030,L111,SH4,6,10969.67,,2400.36
O8466,2025-11-09,C1470,P2021,L105,SH13,5,116232.56,0.07,25674.86
O7308,2025-02-21,C1458,P2068,L105,SH13,5,2509.83,0.18,744.79
O8740,2025-07-25,C1149,P2018,L104,SH13,2,₹60956.54,0.07,13712.68
O5609,2025-10-15,C1188,P2059,L101,SH4,5,56089.96,0.14,7068.97
O9754,28/05/2025,C1006,P2076,L111,SH19,4,1858.42,0.17,772.25
O10441,2024-04-25,C1493,P2030,L105,SH16,1,47443.41,0.07,10058.74
O11444,2024-10-12,C1368,P2029,L105,SH1,6,73382.34,0.13,24930.46
O11923,2025-10-31,C1379,P2053,L106,SH13,6,32720.44,0.33,2174.39
O5001,21/10/2024,C1105,P2035,L105,SH1,1,9121.93,0.2,1120.56
O8425,2025-10-18,C1430,P2078,L111,SH19,3,8040.96,0.04,2647.78
O8275,2025-07-31,C1095,P2022,L114,SH13,4,116470.1,0.16,23552.11
O10668,2024-10-22,C1027,P2062,L109,SH7,5,29146.14,0.17,3250.23
O6207,2024-08-03,C1031,P2043,L105,SH1,6,106190.0,0.17,15301.87
O7828,2025-09-04,C1356,P2005,L108,SH19,5,41199.19,0.14,9093.23
O8981,2024-03-31,C1152,P2093,L113,SH19,3,3287.47,0.16,877.0
O10973,04/07/2025,C1128,P2055,L105,SH25,2,3626.65,0.18,256.52
O10487,2024-07-15,C1121,P2007,L105,SH1,2,67718.45,0.12,16097.92
O9680,12/11/2025,C1050,P2048,L116,SH10,5,75941.54,0.14,9966.53
O8600,2025-09-02,C1129,P2031,L113,SH16,5,161502.14,0.0,42602.21
O8278,20/07/2025,C1127,P2028,L111,SH14,5,191816.43,0.06,
O11603,2024-03-28,C1380,P2048,L114,SH10,2,43641.37,0.04,4610.63
O7897,2025-09-25,C1418,P2070,L108,SH19,1,2886.06,0.08,994.96
O9595,21/06/2025,C1253,P2024,L105,SH22,6,276501.79,0.02,73274.22
O8980,07/06/2024,C1033,P2066,L111,SH5,1,9781.44,0.2,756.96
O10049,2025-09-29,C1364,P2033,L113,SH22,2,69417.82,0.12,16238.45
O11626,2025-07-23,C1202,P2003,L113,SH1,three,36484.58,0.22,12950.73
O7818,2024-04-14,C1470,P2034,L115,SH19,6,₹106728.05,0.15,10978.67
O8554,2024-03-16,C1308,P2028,L102,SH1,1,51397.03,0.06,19620.4
O6301,2025-06-23,C1497,P2052,L104,SH4,5,18344.9,0.11,2339.71
O7927,2025-09-07,C1423,P2083,L117,SH1,5,22585.33,0.08,7575.68
O9432,2024-09-26,C1296,P2093,L102,SH7,5,14786.19,0.16,4912.15
O9270,2024-07-17,C1315,P2005,L113,SH10,4,80822.1,0.15,21440.24
O10071,2024-06-02,C1064,P2041,L107,SH1,1,16022.7,0.12,1768.54
O11079,2024-07-04,C1422,P2094,L105,SH1,5,6522.65,,1852.6
O7169,2025-02-10,C1488,P2058,L108,SH7,3,2230.14,0.13,143.4
O10112,2025-12-22,C1411,P2003,L108,SH16,6,135861.05,0.05,42039.26
O5767,2024-04-21,C1202,P2023,L116,SH1,5,45985.92,0.0,16267.13
O5414,2024-05-26,C1210,P2073,L115,SH8,4,6085.59,0.18,2392.45
O7100,2024-09-13,C1357,P2071,L102,SH16,2,1513.86,0.01,660.65
O8785,2025-12-01,C1466,P2060,L109,SH4,4,55735.3,0.2,6777.92
O5583,20/06/2025,C1384,P2082,L114,SH14,4,12436.03,0.07,4436.64
O7086,2025-05-12,C1380,P2079,L109,SH16,2,₹1945.98,0.0,
O11676,2024-03-05,C1040,P2069,L110,SH15,2,5190.2,0.22,2271.09
O5570,2024-12-25,C1011,P2053,L104,SH4,5,₹86071.76,0.21,12625.05
O9936,21/03/2025,C1381,P2099,L113,SH20,4,5858.73,0.16,1790.54
O6085,2025-01-19,C1377,P2099,L111,SH3,3,3952.7,0.02,1133.83
O10437,2025-01-30,C1468,P2063,L102,SH10,4,₹33778.34,0.06,3317.93
O5939,2024-01-11,C1332,P2059,L103,SH19,4,40327.82,0.17,5582.58
O7449,2024-01-24,C1052,P2012,L110,SH19,5,207842.33,0.05,69961.46
O9056,2025-02-24,C1253,P2014,L111,SH1,6,₹263365.44,0.01,61876.2
O10553,2024-05-14,C1363,P2073,L101,SH13,5,14942.63,0.0,5414.91
O5240,2024-04-14,C1228,P2047,L109,SH10,5,15225.34,0.24,1170.3
O7061,2025-02-20,C1186,P2029,L109,SH10,4,17643.82,0.06,5052.74
O5452,2024-12-05,C1419,P2029,L115,SH13,6,147270.57,0.22,47708.54
O11630,2025-10-16,C1148,P2014,L110,SH1,3,7500.91,0.02,2128.81
O11978,2024-12-28,C1005,P2092,L111,SH25,1,412.51,0.16,156.39
O6472,2024-08-16,C1496,P2064,L105,SH4,3,53904.64,0.2,6337.58
O9047,2025-02-11,C1112,P2078,L112,SH10,6,₹14649.25,0.06,5162.39
O9310,2024-07-19,C1368,P2093,L105,SH16,5,18008.2,0.11,7425.82
O10433,2024-06-21,C1381,P2062,L113,SH19,1,7191.97,0.13,913.6
O8200,2024-08-16,C1228,P2055,L105,SH4,4,52648.84,0.23,4133.08
O10884,2024-10-18,C1195,P2042,L112,SH7,5,5387.27,0.32,676.87
O6906,2024-05-26,C1271,P2037,L106,SH1,6,64866.58,0.23,5745.87
O8251,2025-02-26,C1028,P2077,L105,SH1,2,5877.08,0.11,1519.26
O6378,2024-01-08,C1361,P2095,L113,SH22,3,12325.04,0.13,5009.38
O10910,2025-07-26,C1111,P2005,L114,SH1,4,56249.01,0.09,21614.57
O9666,2024-12-16,C1189,P2016,L105,SH25,5,179191.86,0.09,43009.83
O6618,2024-10-18,C1008,P2025,L109,SH19,6,234317.47,0.14,87545.37
O10719,2024-04-23,C1246,P2001,L115,SH19,6,284478.39,0.13,107040.48
O8875,20/05/2025,C1286,P2009,L109,SH4,6,221386.14,0.23,84039.52
O5996,2025-06-02,C1373,P2038,L115,SH4,6,54788.13,0.29,7579.63
O5252,2024-05-22,C1036,P2053,L116,SH25,2,27415.44,0.15,2242.09
O5099,2025-04-05,C1391,P2021,L109,SH13,1,48435.87,0.03,11114.57
O9567,2024-11-05,C1489,P2015,L107,SH1,3,97511.93,0.21,33736.42
O11247,2024-01-28,C1387,P2073,L108,SH1,2,6673.17,0.14,2037.52
O10471,2025-01-19,C1483,P2078,L116,SH22,3,9404.08,0.14,2978.67
O10688,26/08/2024,C1295,P2062,L115,SH1,6,76517.29,0.18,5239.01
O11186,2024-09-20,C1260,P2063,L116,SH24,1,9893.19,0.23,1072.95
O9812,2025-05-07,C1443,P2069,L106,SH10,2,5379.46,0.09,1626.31
O7067,2024-11-11,C1429,P2069,L111,SH10,4,15778.46,0.09,5427.51
O9856,2024-08-14,C1416,P2004,L116,SH10,1,₹24733.25,0.05,5220.51
O11400,2024-02-27,C1194,P2015,L112,SH7,4,92230.62,0.15,34284.28
O5254,10/07/2025,C1274,P2065,L114,SH22,5,7265.78,0.14,1069.22
O6490,2024-03-04,C1387,P2054,L103,SH19,1,₹12174.29,0.22,855.88
O8195,2024-03-29,C1429,P2060,L103,SH7,6,114149.92,0.2,9131.69
O5964,2025-10-25,C1499,P2060,L108,SH10,5,68757.35,0.21,5085.04
O9621,2024-06-25,C1018,P2002,L114,SH10,6,212637.32,0.21,81990.93
O7039,2024-09-15,C1389,P2012,L116,SH22,6,161514.25,0.12,34982.85
O6100,2024-08-23,C1228,P2067,L112,SH19,3,7869.88,0.15,2699.77
O10590,2025-12-23,C1105,P2082,L115,SH16,2,790.57,0.1,258.49
O8619,2025-05-12,C1227,P2021,L104,SH3,2,34271.34,0.01,7930.21
O8846,2025-06-07,C1192,P2024,L110,SH19,6,68704.7,0.16,21998.77
O10401,2024-10-07,C1032,P2016,L104,SH15,4,178048.81,0.02,47548.58
O6737,2024-04-03,C1137,P2071,L109,SH1,2,7254.79,0.05,2877.74
O11625,02/12/2024,C1444,P2080,L115,SH13,3,6469.57,0.14,2713.28
O8234,2025-12-17,C1031,P2034,L114,SH10,6,98476.84,0.15,10739.48
O7305,2025-09-28,C1391,P2072,L105,SH10,3,3986.55,0.03,1414.82
O6234,2025-01-16,C1138,P2082,L107,SH25,5,13467.39,0.1,5111.61
O9990,2024-01-11,C1076,P2013,L115,SH13,1,₹45822.31,0.0,16007.48
O11965,2025-08-02,C1172,P2009,L106,SH10,2,60807.38,0.15,13811.43
O6809,2025-10-19,C1401,P2047,L114,SH1,2,2745.14,0.03,298.94
O11078,29/12/2025,C1489,P2068,L110,SH1,2,6853.79,0.09,1855.44
O9957,2025-01-12,C1234,P2092,L104,SH4,6,₹5260.78,0.15,1577.77
O9561,2024-04-03,C1350,P2031,L106,SH10,3,107105.7,0.18,37226.23
O7358,2024-01-16,C1448,P2085,L112,SH10,1,3975.52,0.0,1422.5
O9151,23/05/2024,C1276,P2051,L111,SH22,3,45871.84,0.0,3125.29
O9233,2025-08-30,C1468,P2065,L102,SH10,4,5498.23,0.2,351.73
O8183,2024-05-18,C1224,P2091,L116,SH19,5,10399.87,,2957.52
O6411,2024-07-20,C1417,P2041,L107,SH7,3,4984.4,0.17,520.64
O5325,2024-12-09,C1178,P2082,L101,SH22,6,2318.33,0.05,884.35
O9538,2025-05-26,C1344,P2034,L114,SH19,2,30923.65,0.18,2432.16
O11403,2025-03-29,C1438,P2088,L116,SH4,5,14241.76,0.11,5482.32
O7392,2024-06-02,C1009,P2080,L109,SH7,3,9846.51,0.09,3728.5
O11979,2025-07-15,C1174,P2007,L102,SH22,2,24494.44,0.07,6937.26
O6849,2024-09-08,C1115,P2089,L108,SH4,2,7346.54,0.17,2483.65
O5798,2025-03-05,C1304,P2075,L111,SH13,2,2628.51,0.0,1012.95
O5425,2025-11-08,C1025,P2077,L102,SH7,6,5114.73,0.05,2133.99
O11922,2024-04-23,C1362,P2034,L104,SH16,3,48075.37,0.15,3153.22
O10815,2024-06-09,C1248,P2024,L109,SH25,6,209499.25,0.05,62169.78
O9404,2024-04-22,C1130,P2040,L109,SH13,5,88685.4,0.17,5666.05
O11273,2025-09-24,C1476,P2014,L115,SH16,2,60675.02,0.02,17946.74
O10621,2024-04-07,C1179,P2031,L109,SH13,3,134199.08,0.11,36516.39
O5486,2025-11-17,C1321,P2009,L107,SH22,4,118201.52,0.16,28679.83
O11658,2025-05-08,C1048,P2098,L116,SH10,4,2635.34,0.07,871.38
O9980,2024-01-18,C1412,P2030,L108,SH19,3,96057.63,0.09,26330.85
O8571,2025-09-03,C1170,P2007,L114,SH1,4,147980.32,0.0,58180.29
O10269,2024-01-06,C1142,P2019,L106,SH22,3,64852.05,,21880.29
O10120,2024-03-08,C1432,P2051,L101,SH4,1,991.98,0.09,85.61
O10573,2024-11-19,C1217,P2054,L105,SH19,1,5539.01,0.25,579.27
O8477,2024-01-27,C1250,P2058,L110,SH25,2,29031.36,0.22,2077.53
O7558,2024-10-19,C1079,P2092,L115,SH25,6,23645.13,0.0,8818.58
O5627,23/07/2025,C1471,P2071,L117,SH1,1,2873.82,0.05,1047.0
O8617,2025-06-21,C1328,P2069,L105,SH1,2,₹3443.81,0.21,892.7
O6161,2024-06-08,C1259,P2079,L114,SH7,4,12510.53,0.25,5113.2
O6238,2025-01-21,C1141,P2002,L104,SH1,1,47434.16,0.12,11595.05
O11534,2025-10-29,C1411,P2075,L114,SH4,2,6055.13,0.12,1942.42
O7015,2024-06-28,C1222,P2060,L114,SH4,6,119774.21,0.18,13403.75
O7872,2024-03-17,C1157,P2014,L101,SH9,2,20285.18,0.13,6750.19
O11961,2024-11-09,C1265,P2067,L115,SH25,3,11315.15,0.0,3587.88
O9694,2025-09-02,C1347,P2054,L108,SH19,3,37446.21,0.19,4319.71
O6770,2025-08-10,C1082,P2066,L103,SH4,1,19193.27,0.17,2205.36
O7820,2025-01-30,C1474,P2034,L102,SH19,4,30800.12,0.19,3349.39
O11073,2025-05-15,C1152,P2086,L106,SH10,2,2137.1,0.22,784.3
O11781,2025-12-17,C1056,P2063,L114,SH1,3,49483.9,0.21,4355.88
O9670,2024-08-24,C1082,P2099,L117,SH4,4,9044.62,0.11,3880.52
O9915,2025-04-02,C1398,P2058,L114,SH1,4,25262.61,0.12,3185.15
O10693,2025-11-24,C1339,P2059,L103,SH25,5,62781.7,0.31,9151.05
O10171,2024-07-18,C1094,P2025,L105,SH1,3,50005.56,0.17,13705.9
O6096,2025-04-20,C1192,P2064,L117,SH22,6,24324.56,0.21,3019.26
O10359,2025-05-20,C1427,P2027,L116,SH22,5,₹138301.31,0.18,49374.93
O5269,2025-09-21,C1317,P2023,L110,SH10,1,27120.69,0.18,9069.75
O6750,2024-06-24,C1099,P2099,L113,SH4,3,₹12832.91,0.01,4774.16
O11050,2024-09-11,C1439,P2078,L116,SH7,1,₹2053.07,0.14,760.86
O8765,2025-12-19,C1217,P2018,L109,SH5,4,171124.86,0.04,49668.38
O10260,2025-01-07,C1473,P2062,L103,SH1,6,96498.66,0.23,11580.6
O5619,2025-08-06,C1099,P2068,L108,SH20,5,15399.53,0.06,4400.87
O11410,2024-01-13,C1481,P2090,L108,SH22,-6,₹24897.56,0.06,10930.21
O6369,2025-01-07,C1296,P2002,L112,SH22,1,2034.96,0.14,771.92
O9097,2025-03-31,C1277,P2013,L107,SH22,3,122248.69,0.12,42109.22
O7660,2025-10-14,C1183,P2032,L101,SH10,5,144127.16,0.32,44420.39
O10913,2024-09-06,C1289,P2046,L115,SH16,3,47397.66,0.15,6057.72
O9241,2025-04-03,C1345,P2086,L110,SH4,3,₹2896.98,0.13,836.16
O8631,2025-10-28,C1120,P2011,L113,SH19,1,30162.41,0.14,8840.44
O5446,2025-04-25,C1479,P2021,L117,SH1,4,148757.34,0.21,55617.86
O5426,24/01/2025,C1060,P2054,L115,SH19,2,5838.14,0.23,483.09
O9422,2024-12-18,C1183,P2041,L112,SH4,2,29946.57,0.15,4456.12
O6961,2024-02-13,C1098,P2030,L106,SH16,3,95768.53,0.17,27001.6
O10601,2024-12-29,C1183,P2098,L106,SH10,6,12003.08,0.18,3722.03
O6860,2025-12-22,C1307,P2063,L114,SH10,2,₹34735.75,0.1,
O6659,2024-04-20,C1021,P2030,L117,SH19,4,88403.72,0.08,31366.92
O10257,2024-06-12,C1296,P2075,L117,SH9,1,964.3,0.0,349.69
O7499,2025-07-06,C1192,P2057,L101,SH10,5,20900.53,0.16,2781.2
O6831,2025-09-13,C1288,P2078,L113,SH13,1,2452.78,0.12,1067.08
O7815,10/05/2024,C1470,P2017,L102,SH19,6,149567.17,0.18,43627.33
O10392,2024-09-05,C1329,P2077,L115,SH1,5,17072.14,0.27,4737.67
O6807,2024-07-09,C1474,P2044,L111,SH13,5,28958.21,0.17,3840.7
O5943,2025-07-26,C1344,P2048,L105,SH9,5,7091.14,0.21,539.94
O5645,2025-07-13,C1276,P2028,L107,SH16,5,135675.73,0.08,34153.87
O9610,2025-05-27,C1090,P2095,L113,SH13,2,₹8555.31,0.12,2788.65
O9709,2025-07-16,C1353,P2030,L115,SH19,3,128559.54,0.12,44846.72
O7967,2024-09-18,C1267,P2011,L113,SH19,4,56004.9,0.08,20352.18
O6534,2024-09-22,C1093,P2034,L109,SH19,2,39296.05,0.1,2807.7
O9927,2025-10-23,C1260,P2070,L112,SH1,3,9621.6,0.09,4290.31
O7956,2025-03-12,C1179,P2016,L108,SH19,3,8688.02,0.23,1840.24
O6636,2024-05-14,C1362,P2095,L106,SH7,1,780.99,0.0,325.53
O10767,2024-10-24,C1121,P2065,L113,SH10,1,13539.62,0.18,1297.29
O5329,2025-03-21,C1039,P2076,L102,SH10,3,8583.63,0.17,2370.3
O8764,2024-09-24,C1101,P2003,L105,SH22,6,232418.46,0.11,88537.42
O5591,2024-07-11,C1140,P2090,L116,SH22,1,₹1874.96,0.0,525.8
O8629,2024-01-03,C1497,P2077,L110,SH19,2,6290.98,0.16,2301.7
O9308,2025-09-20,C1198,P2092,L104,SH4,1,2337.36,,973.03
O9423,2024-04-26,C1019,P2006,L114,SH16,3,63182.06,0.21,13566.99
O11761,2025-08-04,C1477,P2026,L109,SH15,5,52948.84,0.15,13233.81
O5924,23/03/2024,C1405,P2005,L109,SH17,6,248654.3,0.09,96502.51
O7430,2025-08-16,C1363,P2042,L105,SH19,2,30965.88,0.35,4493.84
O8424,11/06/2024,C1137,P2088,L117,SH22,2,2175.86,0.18,761.93
O10333,2024-12-12,C1048,P2094,L109,SH19,-3,5162.17,0.15,2238.12
O6174,2025-06-29,C1355,P2039,L117,SH10,6,85350.35,0.15,8061.42
O6874,2025-06-03,C1457,P2057,L106,SH7,5,19809.74,0.1,2648.75
O10161,2024-12-10,C1106,P2016,L103,SH4,5,58882.45,0.23,19277.97
O11701,2024-07-10,C1281,P2057,L117,SH4,6,105743.43,0.11,11382.37
O11469,2024-09-08,C1254,P2014,L102,SH1,3,₹64215.49,0.11,15291.65
O5847,2024-08-17,C1156,P2064,L115,SH13,3,2783.09,0.36,167.6
O8210,2025-08-06,C1294,P2033,L115,SH10,3,₹116487.92,0.08,23548.74
O10429,2025-04-20,C1123,P2001,L102,SH10,6,₹103835.31,0.06,23243.1
O6047,2025-12-16,C1154,P2012,L113,SH22,3,21814.02,0.1,4972.07
O6954,2024-06-15,C1435,P2042,L108,SH16,5,42438.96,0.18,5739.6
O5493,30/04/2025,C1203,P2085,L101,SH19,4,₹4073.48,0.09,1197.49
O9407,2024-09-12,C1201,P2004,L109,SH22,2,33158.52,0.16,
O7504,2024-09-30,C1477,P2062,L102,SH22,1,1696.35,0.08,155.92
O10568,2024-02-04,C1209,P2063,L116,SH11,2,₹13239.8,,1260.41
O10198,2024-01-07,C1494,P2003,L112,SH7,5,245423.94,0.05,83804.89
O10868,2025-05-11,C1001,P2024,L107,SH22,4,₹68096.36,0.0,21101.91
